yourlist:M202202115BF3C56A578D7D6DFD1FC81EE5DA77304059810	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
AAY80988	Q4J893	Q4J893_SULAC	unreviewed	Conserved protein	Saci_1678	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	211
AAY81366	Q4J765	Q4J765_SULAC	unreviewed	Conserved protein	Saci_2072	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	217
AAY81000	Q4J881	Q4J881_SULAC	unreviewed	HMA domain-containing protein	Saci_1692	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	93
AAY81022	Q4J859	Q4J859_SULAC	unreviewed	Conserved protein	Saci_1716	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	66
AAY81060	Q4J821	Q4J821_SULAC	unreviewed	Uncharacterized protein	Saci_1754	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	146
AAY81067	Q4J812	Q4J812_SULAC	unreviewed	Uncharacterized protein	Saci_1761	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	395
AAY81072	Q4J807	Q4J807_SULAC	unreviewed	Membrane protein	Saci_1766	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	167
AAY81081	Q4J800	Q4J800_SULAC	unreviewed	Phenylacetic acid degradation operon negative regulatory protein	paaX Saci_1775	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	262
AAY81082	Q4J7Z9	Q4J7Z9_SULAC	unreviewed	Conserved membrane protein	Saci_1776	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	117
AAY81097	Q4J7Y4	Q4J7Y4_SULAC	unreviewed	Conserved protein	Saci_1791	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	88
AAY81114	Q4J7W6	Q4J7W6_SULAC	unreviewed	Conserved protein	Saci_1808	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	427
AAY81139	Q4J7U3	Q4J7U3_SULAC	unreviewed	Conserved protein	Saci_1833	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	191
AAY81160	Q4J7S1	Q4J7S1_SULAC	unreviewed	Outer surface protein A	Saci_1854	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	277
AAY81171	Q4J7Q9	Q4J7Q9_SULAC	unreviewed	Glyco_trans_2-like domain-containing protein	Saci_1865	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	300
AAY81323	Q4J7A8	Q4J7A8_SULAC	unreviewed	Uncharacterized protein	Saci_2027	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	307
AAY81201	Q4J7N0	Q4J7N0_SULAC	unreviewed	Uncharacterized protein	Saci_1898	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	245
AAY81202	Q4J7M9	Q4J7M9_SULAC	unreviewed	Uncharacterized protein	Saci_1899	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	885
AAY81204	Q4J7M6	Q4J7M6_SULAC	unreviewed	Uncharacterized protein	Saci_1901	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	218
AAY81213	Q4J7L8	Q4J7L8_SULAC	unreviewed	Uncharacterized protein	Saci_1910	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	330
AAY81235	Q4J7J7	Q4J7J7_SULAC	unreviewed	Uncharacterized protein	Saci_1932	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	61
AAY81248	Q4J7I3	Q4J7I3_SULAC	unreviewed	Conserved protein	Saci_1945	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	117
AAY81296	Q4J7D5	Q4J7D5_SULAC	unreviewed	Conserved protein	Saci_1994	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	102
AAY81267	Q4J7G4	Q4J7G4_SULAC	unreviewed	Uncharacterized protein	Saci_1964	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	86
AAY81303	Q4J7C3	Q4J7C3_SULAC	unreviewed	Uncharacterized protein	Saci_2004	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	175
AAY81304	Q4J7C2	Q4J7C2_SULAC	unreviewed	Uncharacterized protein	Saci_2005	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	132
AAY81305	Q4J7C1	Q4J7C1_SULAC	unreviewed	Uncharacterized protein	Saci_2006	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	181
AAY81306	Q4J7B9	Q4J7B9_SULAC	unreviewed	Hypothetical membrane protein	Saci_2007	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	347
AAY81317	Q4J7B4	Q4J7B4_SULAC	unreviewed	Conserved protein	Saci_2021	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	206
AAY81334	Q4J797	Q4J797_SULAC	unreviewed	Hypothetical membrane protein	Saci_2038	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	129
AAY81346	Q4J785	Q4J785_SULAC	unreviewed	Conserved protein	Saci_2052	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	128
AAY81387	Q4J744	Q4J744_SULAC	unreviewed	Conserved membrane protein	Saci_2093	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	168
AAY81409	Q4J722	Q4J722_SULAC	unreviewed	Uncharacterized protein	Saci_2115	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	72
AAY81421	Q4J704	Q4J704_SULAC	unreviewed	Peptidase	Saci_2128	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	285
AAY81432	Q4J713	Q4J713_SULAC	unreviewed	Conserved protein	Saci_2139	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	119
AAY80430	Q4J9V0	Q4J9V0_SULAC	unreviewed	zinc_ribbon_2 domain-containing protein	Saci_1073	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	317
AAY81453	Q4J6X9	Q4J6X9_SULAC	unreviewed	zinc_ribbon_2 domain-containing protein	Saci_2163	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	234
AAY81461	Q4J6X1	Q4J6X1_SULAC	unreviewed	Uncharacterized protein	Saci_2171	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	260
AAY81464	Q4J6W7	Q4J6W7_SULAC	unreviewed	Uncharacterized protein	Saci_2176	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	247
AAY81468	Q4J6W4	Q4J6W4_SULAC	unreviewed	Amine oxidase (EC 1.4.3.-)	tynA Saci_2182	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	664
AAY81485	Q4J6U7	Q4J6U7_SULAC	unreviewed	Uncharacterized protein	Saci_2199	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	88
AAY81524	Q4J6Q7	Q4J6Q7_SULAC	unreviewed	Conserved membrane protein	Saci_2238	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	202
AAY81597	Q4J6I4	Q4J6I4_SULAC	unreviewed	Uncharacterized protein	Saci_2311	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	116
AAY81609	Q4J6H2	Q4J6H2_SULAC	unreviewed	Hypothetical membrane protein	Saci_2324	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	171
AAY81635	Q4J6E6	Q4J6E6_SULAC	unreviewed	Conserved membrane protein	Saci_2354	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	475
AAY81637	Q4J6E4	Q4J6E4_SULAC	unreviewed	Conserved protein	Saci_2356	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	646
AAY81646	Q4J6D2	Q4J6D2_SULAC	unreviewed	Conserved protein	Saci_2367	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	115
AAY80864	Q4J8L6	MTPE_SULAC	reviewed	Membrane-associated ATPase epsilon chain (EC 7.1.2.2) (Sul-ATPase epsilon chain)	atpE Saci_1551	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	77
AAY80945	Q4J8D4	Q4J8D4_SULAC	unreviewed	Conserved protein	Saci_1634	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	92
AAY79964	Q4JB65	Q4JB65_SULAC	unreviewed	Uncharacterized protein	Saci_0572	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	65
AAY81234	Q4J7J8	Q4J7J8_SULAC	unreviewed	Uncharacterized protein	Saci_1931	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	138
AAY80407	Q4J9X4	Q4J9X4_SULAC	unreviewed	Conserved protein	Saci_1050	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	432
AAY79916	Q4JBB3	Q4JBB3_SULAC	unreviewed	Conserved conjugative plasmid protein	Saci_0510	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	140
AAY79918	Q4JBB1	Q4JBB1_SULAC	unreviewed	Conserved conjugative plasmid protein	Saci_0512	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	139
AAY81284	Q4J7E7	Q4J7E7_SULAC	unreviewed	Membrane protein	Saci_1982	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	368
AAY81595	Q4J6I6	Q4J6I6_SULAC	unreviewed	Conserved protein	Saci_2309	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	115
AAY81601	Q4J6I0	Q4J6I0_SULAC	unreviewed	Conserved protein	Saci_2316	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	527
AAY81292	Q4J7D9	Q4J7D9_SULAC	unreviewed	Uncharacterized protein	Saci_1990	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	269
AAY80632	Q4J998	Q4J998_SULAC	unreviewed	Conserved protein	Saci_1290	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	69
AAY79450	Q4JCM8	Q4JCM8_SULAC	unreviewed	Uncharacterized protein	Saci_0021	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	131
AAY79616	Q4JC63	Q4JC63_SULAC	unreviewed	Uncharacterized protein	Saci_0197	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	116
AAY79883	Q4JBE6	Q4JBE6_SULAC	unreviewed	Conserved conjugative plasmid protein	Saci_0477	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	86
AAY79884	Q4JBE5	Q4JBE5_SULAC	unreviewed	Conserved conjugative plasmid protein	Saci_0478	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	117
AAY79903	Q4JBC6	Q4JBC6_SULAC	unreviewed	Uncharacterized protein	Saci_0497	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	284
AAY79906	Q4JBC3	Q4JBC3_SULAC	unreviewed	Conserved conjugative plasmid protein	Saci_0500	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	327
AAY80102	Q4JAS7	Q4JAS7_SULAC	unreviewed	Membrane protein	Saci_0724	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	561
AAY80404	Q4J9X5	Q4J9X5_SULAC	unreviewed	Uncharacterized protein	Saci_1047	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	139
AAY80447	Q4J9T3	Q4J9T3_SULAC	unreviewed	Uncharacterized protein	Saci_1093	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	80
AAY80581	Q4J9E9	Q4J9E9_SULAC	unreviewed	Uncharacterized protein	Saci_1235	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	81
AAY81239	Q4J7J2	Q4J7J2_SULAC	unreviewed	Uncharacterized protein	Saci_1936	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	98
AAY80769	Q4J8W1	Q4J8W1_SULAC	unreviewed	Uncharacterized protein	Saci_1445	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	342
AAY81042	Q4J839	Q4J839_SULAC	unreviewed	Uncharacterized protein	Saci_1736	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	292
AAY81249	Q4J7I2	Q4J7I2_SULAC	unreviewed	Uncharacterized protein	Saci_1946	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	90
AAY81415	Q4J710	XYLF_SULAC	reviewed	Xylose/arabinose-binding protein XylF (D-xylose/L-arabinose substrate binding protein) (SBP)	xylF Saci_2122	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	402
AAY81353	Q4J778	Q4J778_SULAC	unreviewed	Aromatic ring dioxygenase subunit A	Saci_2059	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	447
AAY80362	Q4JA18	Q4JA18_SULAC	unreviewed	Uncharacterized protein	Saci_1004	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	70
AAY79919	Q4JBB0	Q4JBB0_SULAC	unreviewed	Conserved conjugative plasmid membrane protein	Saci_0513	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	487
AAY80487	Q4J9P2	Q4J9P2_SULAC	unreviewed	Uncharacterized protein	Saci_1135	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	174
AAY81199	Q4J7N2	Q4J7N2_SULAC	unreviewed	Uncharacterized protein	Saci_1896	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	228
AAY80564	Q4J9G6	Q4J9G6_SULAC	unreviewed	Uncharacterized protein	Saci_1218	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	125
AAY79886	Q4JBE3	Q4JBE3_SULAC	unreviewed	Uncharacterized protein	Saci_0480	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	96
AAY79905	Q4JBC4	Q4JBC4_SULAC	unreviewed	Conserved protein	Saci_0499	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	50
AAY79908	Q4JBC1	Q4JBC1_SULAC	unreviewed	Conserved protein	Saci_0502	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	52
AAY80770	Q4J8V9	Q4J8V9_SULAC	unreviewed	Uncharacterized protein	Saci_1446	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	46
AAY81059	Q4J822	Q4J822_SULAC	unreviewed	Hypothetical SSV1 ORF C-102A membrane-like protein	Saci_1753	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	94
AAY81015	Q4J867	Q4J867_SULAC	unreviewed	Conserved protein	Saci_1709	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	52
AAY80118	Q4JAR1	Q4JAR1_SULAC	unreviewed	Uncharacterized protein	Saci_0742	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	66
AAY81534	Q4J6P7	Q4J6P7_SULAC	unreviewed	Uncharacterized protein	Saci_2248	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	85
AAY80241	Q4JAD9	Q4JAD9_SULAC	unreviewed	Uncharacterized protein	Saci_0875	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	92
AAY80449	Q4J9T0	Q4J9T0_SULAC	unreviewed	Conserved protein	Saci_1095	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	81
AAY81103	Q4J7X9	Q4J7X9_SULAC	unreviewed	Hypothetical membrane protein	Saci_1797	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	156
AAY81100	Q4J7Y1	Q4J7Y1_SULAC	unreviewed	Hypothetical membrane protein	Saci_1794	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	237
AAY81121	Q4J7W1	Q4J7W1_SULAC	unreviewed	Uncharacterized protein	Saci_1815	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	101
AAY80541	Q4J9I9	Q4J9I9_SULAC	unreviewed	Conserved protein	Saci_1194	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	58
AAY79610	Q4JC69	Q4JC69_SULAC	unreviewed	Conserved protein	Saci_0191	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	96
CAD31986	Q8NKP1	Q8NKP1_9CREN	unreviewed	Uncharacterized protein	ATY89_10175 ATZ20_01730	Sulfolobus acidocaldarius	80
AAY81092	Q4J7Y9	Q4J7Y9_SULAC	unreviewed	Hypothetical membrane protein	Saci_1786	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	95
AAY79581	Q4JC98	Q4JC98_SULAC	unreviewed	Conserved protein	Saci_0160	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	102
AAY79854	Q4JBH5	Q4JBH5_SULAC	unreviewed	Hypothetical membrane protein	Saci_0442	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	55
AAY79857	Q4JBH2	Q4JBH2_SULAC	unreviewed	Conserved protein	Saci_0445	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	74
AAY79921	Q4JBA8	Q4JBA8_SULAC	unreviewed	Conserved conjugative plasmid protein	Saci_0517	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	223
AAY80842	Q4J8N5	Q4J8N5_SULAC	unreviewed	Uncharacterized protein	Saci_1524	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	117
AAY80476	Q4J9Q4	Q4J9Q4_SULAC	unreviewed	Uncharacterized protein	Saci_1124	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	119
AAY79466	Q4JCL3	Q4JCL3_SULAC	unreviewed	Conserved protein	Saci_0036	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	48
AAY79892	Q4JBD7	Q4JBD7_SULAC	unreviewed	Uncharacterized protein	Saci_0486	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	101
AAY80844	Q4J8N3	Q4J8N3_SULAC	unreviewed	Uncharacterized protein	Saci_1526	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	104
AAY79668	Q4JC11	Q4JC11_SULAC	unreviewed	Membrane protein	Saci_0251	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	77
AAY79845	Q4JBI4	Q4JBI4_SULAC	unreviewed	Uncharacterized protein	Saci_0433	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	59
AAY81025	Q4J856	Q4J856_SULAC	unreviewed	Uncharacterized protein	Saci_1719	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	39
AAY81371	Q4J760	Q4J760_SULAC	unreviewed	Uncharacterized protein	Saci_2077	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	559
AAY81354	Q4J775	Q4J775_SULAC	unreviewed	Aromatic ring dioxygenase subunit B	Saci_2060	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	170
AAY80709	Q4J921	Q4J921_SULAC	unreviewed	Conserved protein	Saci_1376	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	82
AAY79850	Q4JBH9	Q4JBH9_SULAC	unreviewed	Conserved protein	Saci_0438	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	55
AAY81379	Q4J752	Q4J752_SULAC	unreviewed	Uncharacterized protein	Saci_2085	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	63
AAY79911	Q4JBB8	Q4JBB8_SULAC	unreviewed	Conserved conjugative plasmid protein	Saci_0505	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	182
AAY79912	Q4JBB7	Q4JBB7_SULAC	unreviewed	Conserved conjugative plasmid protein	Saci_0506	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	95
AAY79913	Q4JBB6	Q4JBB6_SULAC	unreviewed	Conserved conjugative plasmid membrane protein	Saci_0507	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	189
AAY79915	Q4JBB4	Q4JBB4_SULAC	unreviewed	Conserved conjugative plasmid protein	Saci_0509	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	51
AAY79917	Q4JBB2	Q4JBB2_SULAC	unreviewed	Conserved conjugative plasmid protein	Saci_0511	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	51
AAY81195	Q4J7N5	Q4J7N5_SULAC	unreviewed	Uncharacterized protein	Saci_1892	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	87
AAY81200	Q4J7N1	Q4J7N1_SULAC	unreviewed	Uncharacterized protein	Saci_1897	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	127
AAY81466	Q4J6W5	Q4J6W5_SULAC	unreviewed	Uncharacterized protein	Saci_2180	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	200
AAY81325	Q4J7A6	Q4J7A6_SULAC	unreviewed	Uncharacterized protein	Saci_2029	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	83
AAY81209	Q4J7M2	Q4J7M2_SULAC	unreviewed	Membrane protein	Saci_1906	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	642
AAY79900	Q4JBC9	Q4JBC9_SULAC	unreviewed	Uncharacterized protein	Saci_0494	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	235
